,text_cleaned
5311,أعلنت مجموعة إم بي سي تدشين استوديوهاتها البرامجية والإنتاجية الجديدة في مدينة دبي للاستوديوهات في خطوة تهدف إلى تطوير آليات صناعة المحتوى الإعلامي وتعزيز إمكاناته وأدواته الفنية والتقنية واللوجستية وفق أحدث المعايير العالمية في هذه القطاع الحيوي حسب ما جاء في بلاغ توصلت الصباح بنسخة منه أما أول البرامج المنتظر إطلاقها من الاستوديوهات الجديدة في المرحلة الأولى فهي صباح الخير يا عرب الذي سيطل على المشاهدين بحلة جديدة مع فقرات متنوعة وأخرى ثابتة أخبار التاسعة على إم بي سي صدى الملاعب إم بي سي في أسبوع بدرية بالمختصر ما لم تر وأوضح علي جابر مدير عام القنوات في مجموعة إم بي سي في البلاغ نفسه أن الهدف من هذه الخطوة هو تعزيز التجربة الإعلامية الفريدة على مختلف القنوات والمنصات بقيمة مضافة تسهم في الارتقاء بنوعية البرامج التي تعرض على قنوات إم بي سي خلال فترات النهار لتتماهى بذلك مع نظيراتها من البرامج التي تعرض خلال فترات الذروة المسائية على غرار برامج المواهب العالمية بصيغها العربية
92530,اشترطت وصلا نهائيا وتواصل التعامل مع مكتب شيبار والحسم في مصير المريني اليوم كشف مصدر جامعي أن جامعة كرة القدم مازالت تعترف بشرعية المكتب المسير الذي يرأسه محمد شيبار رغم انتخاب أنس البوعناني رئيسا للنادي القنيطري خلال الجمع العام الاستثنائي في ثاني نونبر الجاري ووفق إفادة المصدر نفسه فإن الجامعة تتعامل مع شيبار باعتباره رئيسا شرعيا إلى حين توصل المكتب المسير الجديد بوصل إيداع نهائي وأبدى المصدر نفسه استياءه من الوضعية الحالية التي يعيشها النادي القنيطري من خلال وجود مكتبين مسيرين الأول يتوفر على وصل إيداع نهائي والثاني مؤقت وكان سلام العربوني باشا القنيطرة منح مكتب البوعناني وصل إيداع مؤقتا معززا بمحضر موقع من طرف السلطة المحلية في انتظار البت في الدعوة الاستعجالية التي رفعها محمد شيبار للعن في الجمع الاستثنائي والتصريح ببطلانه وبالتالي اعتباره رئيسا شرعيا وعلم الصباح الرياضي أن البوعناني تلقى وعدا من باشا القنيطرة بمنحه وصل إيداع نهائي في الأيام القليلة المقبلة وأكد مصدر مقرب من المكتب الجديد أن الأخير سيشرع في مهامه التسييرية رغم عدم التوصل بوصل إيداع نهائي بالنظر إلى الوضعية المقلقة التي يعانيها النادي القنيطري من جانبه أكد شيبار أنه مازال رئيسا شرعيا للفريق القنيطري طالما أن الجامعة تتعامل معه على الأساس نفسه مشيرا إلى أنه سيحسم في مصير المدرب عز الدين المريني اليوم الأربعاء أو غدا الخميس كما تعهد بصرف بعض مستحقات اللاعبين بعد الحصول على مبلغ مالي من بعض أعضاء مكتبه المسير عيسى الكامحي
55360,هناء أبو علي مراكش اعتبر بيان صادر عن حركة شباب فبراير بمراكش أن العملية الإرهابية ليوم أبريل بمقهى أركانة في ساحة جامع الفنا بالمدينة الحمراء أنى كان مصدرها يستهدف حق الشعب المغربي في الحرية والديمقراطية وتسعى إلى كبح مسيرة التغيير في مواجهة الإستبداد والتسلط وحذرت حركة فبراير بمراكش في بيان تنديدي من مغبة إستغلال هذا الحدث المأساوي للمس بالحريات وحقوق الإنسان وفي مقدمتها الحق في التظاهر السلمي وطالبت الحركة بـ بفتح تحقيق قضائي نزيه للكشف عن الحقيقة الكاملة وراء الحدث الدموي معبرة عن تضامنها مع الضحايا وتعازيها الحارة إلى عائلاتهم كما شددت حركة شباب فبراير على تشبثها بـ مطالبها العادلة والمشروعة والإستمرار في مسيرتها النضالية حتى تحقيقها كما أعلنت الحركة عن خوضها لسلسلة من المبادرات النضالية لمواجهة تداعيات هذا العمل الإجرامي من خلال تنظيم حملة للتبرع بالدم يوم الجمعة أبريل بمستشفى إبن طفيل على الساعة العاشرة صباحا وتنظيم وقفة أمام مقهى أركانة بساحة جامع الفنا على الساعة السادسة مسا في نفس اليوم فضلا عن تنظيم مسيرة وطنية يوم ماي من أجل الحرية والديمقراطية
93439,يغيب يوسف شينا وحميد رزقي والمهدي الجغل لاعبو أولمبيك الدشيرة عن مباراة فريقهم أمام الاتحاد الإسلامي الوجدي عصر اليوم السبت بملعب أحمد فانا لحساب الدورة الخامسة من بطولة القسم الثاني ويعود سبب غياب المهاجم حميد رزقي والمهدي الجغل إلى تعرضهما لإصابة في المباراة الماضية أمام الاتحاد الزموري للخميسات فيما يرجع سبب غياب يوسف شينا لعدم التحاقه بتداريب الفريق خلال هذا الأسبوع ويسعى المدرب عبد اللطيف جريندو إلى تحقيق نتيجة إيجابية لتصحيح البداية المتواضعة بعد حصول أولمبيك الدشيرة على خمس نقاط من أربع مباريات عبد الجليل شاهي أكادير
44500,أخبارنا المغربية منح صندوق النقد العربي اليوم الأربعاء بالرباط قرضا بحوالي مليار درهم لتمويل برنامج إصلاح المالية العمومية بالمغرب ويهدف هذا القرض الذي وقع اتفاقية بشأنه وزير الاقتصاد والمالية السيد محمد بوسعيد والمدير العام رئيس مجلس إدارة الصندوق جاسم المناعي إلى دعم إصلاح المالية العمومية التي يوليها المغرب اهتماما خاصا وقال السيد بوسعيد خلال حفل التوقيع إن هذا القرض يندرج في إطار دعم صندوق النقد العربي المستمر لجهود الحكومة المغربية في ما يتعلق بالإصلاحات الاقتصادية والمالية وبعد أن أعرب الوزير عن الارتياح لجودة علاقات التعاون بين المملكة وصندوق النقد العربي أشاد بالجهود التي يبذلها هذا الأخير من أجل دعم مسلسل الإصلاحات الاقتصادية والهيكلية التي يباشرها المغرب من أجل تعزيز مقومات الاستقرار الاقتصادي والمالي من جهته أكد السيد جاسم المناعي أن صندوق النقد العربي سيواصل مساهمته في تمويل الإصلاحات الهيكلية والمؤسسية في المملكة يشار إلى أن صندوق النقد العربي منح المغرب خلال الفترة تسهيلات مالية ناهزت ست مليارات درهم يذكر أن صندوق النقد العربي أنشئ سنة بالرباط كمؤسسة نقدية عربية مشتركة لدعم برامج التصحيح الاقتصادي والمالي في الدول العربية والسعي إلى تنمية التجارة العربية البينية
63147,طردت السلطات المالية مساء أمس السبت ثمانية عناصر من البوليساريو بينما كانوا يحاولون دخول مالي حيث كانوا يعتزمون القيام بدعاية مشبوهة ونقلت وكالة الأنباء الفرنسية عن مصدر أمني قوله لقد قمنا بطرد ثمانية شبان من البوليساريو في اتجاه الحدود الشمالية مع النيجر مضيفا أن هناك قوانين يجب احترامها وخصوصا عندما يتعلق الأمر بدعاية مشبوهة وقد أوقفت الشرطة الموريتانية في آوائل دجنبر الجاري بفندق وسط مدينة نواديبو بشمال غرب موريتانيا اثنين من المشتبه في ضلوعهم قضية اختطاف الرعايا الاوروبيين
37802,يدخل مشروع القانون المالي لسنة يوم الخميس أبريل منعطفا حاسما باعتكاف لجنة المالية والتنمية الاقتصادية للنظر في تعديلات الفرق البرلمانية والتصويت على الجزء الأول من مشروع قانون المالية رقم للسنة المالية وتجاوزت عدد التعديلات المقدمة من قبل كل الفرق البرلمانية تعديلا منها تعديلا مقدما من قبل فرق الأغلبية الحكومية بالمقابل لم تتمكن المعارضة من تقديم مقترحاتها مجتمعة وأثارت التعديلات المقترحة حول المشروبات الكحولية السيجار نقاشا حادا مستفيضا أول أمس داخل اللجنة وأجمعت فرق الأغلبية الحكومية على تقديم مقترحاتها في هذا الصدد حيث تم اقتراح الرفع من الضريبة الداخلية على استهلاك الخمور لتنتقل من درهم لكل هيكتولتر حاليا إلى ألف درهم لكل هيكتولتر فيما تم اقتراح الرفع من الضريبة المفروضة على الجعة لتطبق عليها درهم للهيكتولتر كما اقترحت فرق الأغلبية مجتمعة الرفع من الضريبة المفروضة على السيجار من بالمائة حاليا إلى بالمائة من جهة وفي سياق البحث عن مصادر جديدة لتمويل صندوق التماسك الاجتماعي اقترحت عدد من الفرق زيادة حصة شركات التبغ وتلك المنتجة للمشروبات الكحولية باعتبارها تضر بصحة المواطن رفع حصة مساهمتها في الصندوق واعتبر عبد العزيز عماري أن تعديلات الأغلبية ترتكز أساسا على مبادئ الدستور الجديد في مايرجع إلى الإنصاف المجالي والفئوي وضمان الحقوق الاقتصادية والتضامن المجتمعي كما تتوخى التعديلات وفق المتحدث تعزيز تحسين أدوات تمويل الاقتصاد الوطني وتحقيق العدالة الجبائية مواجهة تحديات التنمية وعن إمكانات تمرير التعديلات أكد عماري أن التعديلات مقدمة من قبل فرق الأغلبية مجتمعة من جهته أكد عمر الكتاني أن التعديلات التي تتجه لزيادة الضرائب على منتوجات الخمور والجعة والسيجار الذي لاتستهلكه أصلا سوى الطبقة الميسورة تدبير مالي من قبل المؤسسة التشريعية يتوخى إيجاد حلول لمسألة التمويل معتبرا أن هذا الإجراء ضروري ما دام أن هاته الشركات تحقق أرباحا كبيرة في ظل الأزمة التي تعيشها عدد من القطاعات الإنتاجية الأخرى وأعطى الكتاني مثالا بشركة براسري المغرب التي ارتفت أرباحها خلال سنة بنسبة بالمائة دون ان نغفل يضيف الكتاني التكلفة المجتمعية لاستهلاك مثل هاته المنتوجات وعن طبيعة التعديلات أشار الكتاني أن أي حكومة من حقها اقتراح طبيعة التعديلات التي تتوخى دمجها في مشروع القانون المالي معتبرا أن احتجاج البعض بخصوص القمار والخمور ليست إلا مزايدة رخيصة تتوخى منها بعض اللوبيات وأصحاب المصالح حماية مصالحها المالية المتضخمة من جراء عدم مساهمتهم بشكل عادل في المجهود الضريبي علي الباهي
9692,ركض محمد بنجدي برجليه في مرابع الطفولة بجرادة ثلاثة أعوام قصيرات سرعان ما انقضت ثم توقفت الأطراف عن الحركة في لحظة فارقة من خمسينيات القرن الماضي صار محمد بنجدي الفنان المسرحي العالمي يكابد إعاقة مزدوجة لم يكن ثمة من خيار غير السفر بعيدا بعدما عز الشفاء رحل الصبي رفقة والده إلى دوار سلاويت بنواحي دبدو لعل جو البادية يعيد للجسد المتداعي شيئا من عافية وهناك حدث ما لم يكن في الحسبان برئ الطفل من أمراضه عدا رجله اليسرى التي باتت تخطر على الأرض بعرج شديد من كان يخمن أن ذلك الصبي المعاق سيسحق المستحيل بقدم واحدة إن بين جنبي نفسا غير يائسة كالنسر لا أرضى بغير القمم موطنا يجيب محمد وإلى ذلك لم يحط بنجدي نجاحه بهالة النجومية الزائفة كما تؤكد العديد من الشهادات كان للرجل إسهام كبير للغاية في تسويق مدينة وجدة بل والجهة الشرقية عامة ثقافيا في أوروبا يؤكد مصطفى الرمضاني الأستاذ الجامعي والمؤلف المسرحي ويضيف الرمضاني أن بنجدي أشرف على تنظيم مهرجانات مسرحية دولية بوأت الجهة الشرقية مكانة متألقة في الميدان المسرحي وكان بمثابة السفير الثقافي للجهة خارج الوطن إذ استطاع بتجربته وعلاقاته المتعددة أن يستقطب فرقا من مختلف بقاع العالم فتح الرجل الذي يصفه مقربون منه بـ المناضل الثقافي الوطني للعديد من الفرق المسرحية أبواب المشاركة في مهرجانات مسرحية عالمية واستقطب العديد من الفرق الدولية للمشاركة في مهرجانات دولية احتضنتها مدن مغربية بنجدي يشتغل في صمت وبعيدا عن الأضواء ويدعم المهرجانات المسرحية بالوطن يؤكد ابراهيم الدمناتي أحد مؤسسي مهرجان فاس الدولي للمسرح الاحترافي ومن زاوية المزايا الشخصية يعتبر الدمناتي أن بنجدي رجل يندر أن يوجد مثله ولا ينفك إلى ذلك يدعم الإبداع والمبدعين وهو عين ما تراه اعمارة حجرية الممثلة بفرقة كوميدراما للمسرح محمد فنان بكل المقاييس هو الأب والأخ والصديق بالنسبة لي وبفضله فتحت للحركة المسرحية بالجهة الشرقية آفاق كبيرة على الصعيدين الوطني والدولي تؤكد حجرية وهي تغالب دموعها في تصريح صحفي ولم تنس المهرجانات الدولية ولا الانشغالات الفنية والفكرية اليومية محمد بنجدي انتماءه للجهة الشرقية فكرس جزء من حياته لإدارة العديد من المهرجانات المسرحية في قرى ومدن صغيرة بالجهة من بينها تافوغالت ودبدو والعيون سيدي ملوك كان يزاوج في توليفة عجيبة بين دعم الفرق المسرحية بمدن الجهة الشرقية وبين الانفتاح على المسرح العالمي لا سيما الأوروبي كما تؤكد العديد من الشهادات اقتبس محمد بنجدي وألف وأعد وأخرج العديد من المسرحيات باللغة الفرنسية وشارك في أخرى باللغة الإنجليزية كما اشتغل مساعدا للمخرج المسرحي البرتغالي كارلوس كافاليرو في إعادة تجسيد ملحمة وادي المخازن مسرحيا وعلى الطريقة السينمائية وهي الملحمة التي شارك في أداء الأدوار فيها ممثل وممثلة في الهواء الطلق وعرضت في العديد من المدن البرتغالية بنجدي الفنان العصامي يوثر الاشتغال في الظل يقول فنانون بالجهة الشرقية فضلا عن العلاقات التي تربطه بفناني العالم فهو صاحب موهبة وذكاء وصبر خارق يؤكد المؤلف المسرحي مصطفى الرمضاني وهي الموهبة التي قادته إلى التوقيع على حضور لافت في مسرحية عرضت بالعديد من المدن الفرنسية منذ ألفتها المسرحية الفرنسية فرانسواز أوليفي وأخرجها فيليب لوكونت استهلمت أوليفيي فصول هذا العمل المسرحي من حياة الفنان بنجدي منذ ولد في العام ومثلت إلى جانبه في تجسيد إحدى الشخصيات كان عنوان المسرحية الرجل الذي يعيش واقفا كأنه لم يرخ جسده يوما على أريكة أو كرسي أو كأنه قضى حياته منتصب القامة شامخ الهامة واقفا على قدم واحدة باعتداد هكذا تحكي المسرحية لكن ما لم تقله مشاهد العمل الدرامي أن بنجدي بعد رحلة الكفاح الطويلة وبعد جهد العقل والقلب والأعصاب يرقد حاليا بأحد مستشفيات بربنيون الفرنسية بعد أن أضنى جسده مرض عضال الرجل الذي عاش واقفا أقعده المرض وتكاليفه المادية بعد أن أفنى حياته خدمة للفن في بلده آملا أن يستعيد عافيته في القريب العاجل ليسحق المستحيل مرة أخرى بالقدم الواحدة ذاتها شيء خير من لا شيء يعقب محمد اختار الصبي النبيه أن يعكف على الدرس والتحصيل غير عابئ بالإعاقة ولا آبه بعوائقها وبينما كان الناس من حوله يقولون إنه المكت وب على الجبين الذي لا فكاك منه كان القدر الرحيم ينسج من وراء أستار الغيب للصغير المعاق فصول بطولة حقيقية عنوانها التحدي هرت الحياة محمد بنجدي في بوتقة التحدي فخرج من رحم المحنة إنسانا كاملا برغم الإعاقة ينضح بـ الجمال والرقي بتعبير المسرحي البلجيكي آلان دوفال لم أشعر يوما أن بنجدي يعاني من أي إعاقة يقول دوفال في تصريح صحفي قبل أن يضيف أن الإعاقة دفعت بنجدي إلى تحريك الجبال الرواسي بفنه وإرادته قطعا في بداية الستينات كان اللقاء الأول مع الركح في ذلك اليوم انعطفت حياة بنجدي دون سابق إشعار نحو عوالم الفن اللامتناهية كنت مستغرقا في شغبي الطفولي بالحي الشعبي بجرادة حين أتى من يخبرني أن الوالد يبحث عني يقول محمد كان ذلك يعني في عرف الأب الصارم أن أمرا جللا ما قد حدث قال الوالد يتابع محمد إن مدير المدرسة الابتدائية يطلبه في أمر هام لا مفر من فلقة ساخنة فكر محمد وقتئذ لكن مسرحية الصبي الأعرج لمسكيم غورغي ألقت إليه بطوق النجاة كان فنانون مسرحيون فرنسيون بجرادة يبحثون عن طفل يؤدي دور الصبي الأعرج في المسرحية فأرشدهم مدير المدرسة إلى تلميذ من ذوي الاحتياجات الخاصة هو محمد بنجدي وحين صعد محمد على الركح للمرة الأولى فتح عينيه من هناك على آفاق الحياة الرحبة أيقن ساعتها أن الجسد الذي يحجب بأستاره الكثيفة شفافية الروح لن يحول بينها وبين التحليق بعيدا حيث لا أستار ولا حجب ولا أرض ولا سماء تذكر وهو يؤدي دور الصبي الأعرج كيف كافح الأب الشفيق لكي يجد ابنه مقعد درس في المدرسة الابتدائية بجرادة وكيف جمع سكان الحي ليبنوا مدرسة جديدة من أجل مقعد الدرس الأثير ذاك جمل نفسك ُّ وك كانت وصية الأب بلغته الشرقية الجميلة كن رائدا أو لا تكون وكذلك كان بنجدي الذي صار بعد حين كاتبا عاما لمجلس جامعات مسرح الهواة الدولي فنائبا للرئيس وعضوا دائما في الهيئة الدولية ذاتها وكتب بعد محنة البدايات الصعبة عشرات المسرحيات وأخرج مثلها في العديد من بلدان العالم
1685,الدورة حملت إسم الراحل نور الدين كشطي تميز افتتاح الدورة الحادية عشرة لمهرجان مرتيل السينمائي الدولي بتكريم الممثل المغربي المقتدر حميدو بنمسعود والممثلة الإسبانية المقتدرة كونشا كويطوس الفنانة الإسبانية كونشا كويطوس التي عرفت بمشاركتها المميزة في العديد من البرامج التلفزيونية مثل من وراء الباب المسدود ومسلسلات في يدي كتاب جرح الزمن الجرح المضيء قالت بصوت شجي ومؤثر مخاطبة الجمهور إن أجمل فترة من عمر الإنسان هي الستة عشر سنة الأولى من حياته ولقد قضيتها بالمغرب وأنا الآن أحس كما لو أني أعود إلى بيتي أعشق المغرب لأنه بلد معطاء واقترن اسم كونشا كويطوس بالسينما خلال أواخر السبعينات عندما تراجعت إنتاجاتها التلفزيونية فأصبحت تهتم أكثر بالمجال السينمائي والمسرحي فمثلت في خمسة أفلام رائعة من أبرزها طيور بادن بادن سنة العودة الطويلة في السنة نفسها أما الفنان المغربي العالمي حميدو بنمسعود فأكد في كلمة له في الحفل الافتتاحي التكريمي على مدى الروابط التي ظلت تجمعه بوطنه الأم المغرب وقال زرت مهرجانات كثيرة ومررت من تجارب قاسية ولم تكن الأمور سهلة أمامي لكن قصدي كان واحدا وهو بلادي قضيت سنة بهوليود بفرنسا وإيطاليا لكن العودة لبلادي كانت دائما تخامرني فاليوم يؤكد حميدو شعوري قوي بينكم وفيكم قصة حب وأشعر أني منكم وإليكم نحن شعب التحدي ولذلك فمهرجان مرتيل تحدى مشكل القاعات التي تحول معظمها إلى ماكدونالدز ويذكر أن الدورة الحادية عشرة من مهرجان تطوان السينمائي الدولي تنظم تكريما لروح الناقد السينمائي نورالدين كشطي الذي فارق الحياة السنة الماضية بينما كان متوجها إلى الدار البيضاء قادما من مرتيل بعد مشاركته في الدورة العاشرة لمهرجان مرتيل السينمائي وحسب المنظمين فإن حمل هذه الدورة لاسم الراحل يعد اعترافا ضمنيا بالخدمات الجليلة التي قدمها هذا العاشق الكبير للسينما وثقافتها ببلادنا ولمهرجان مرتيل السينمائي على وجه التحديد ناهيك عن تألقه في عدة واجهات ناقدا وصحافيا سينمائيا في عدة منابر كان آخرها مجلتي سينـ مـا سيني ماغ ومدرسا ومؤطرا سمعيا بصريا بالعديد من الورشات التكوينية داخل معاهد فنية وخارجها ومنشطا سينمائيا في إطار حركة الأندية السينمائية وخارجها وفاعلا جمعويا ومؤسسا لإطارات جمعوية وعضوا في لجان تحكيم العديد من مسابقات الأفلام بالتظاهرات السينمائية ومنسقا لإصدارات سينمائية ومساعدا في الإخراج وكتابة السيناريو ومروجا وملحقا صحافيا لمجموعة من الأفلام المغربية يوسف الجوهري تطوان
7555,أشبور قال إن تصوره لا يوجد في أي دولة عربية أكد سعد أشبور كاتب عام الجمعية المغربية للفنون بلا حدود أن إدارة مهرجان سينما الشاطئ أو سيني بلاج تسعى إلى استقطاب جمهور أوسع خلال الدورة الثانية منه المتواصلة إلى غاية الجمعة المقبل عن أهم ما تحمله برمجة النسخة الثانية ومواضيع أخرى يتحدث سعد أشبور الصباح في الحوار التالي ما هو الجديد الذي تحمله النسخة الثانية من سيني بلاج مقارنة مع السنة الماضية حرصت الجمعية المغربية للفنون بلا حدود خلال النسخة الثانية على أن تكون برمجة تظاهرة سيني بلاج متنوعة إذ تشمل عروض أفلام سينمائية وورشات لفائدة الطلبة في المجال السمعي البصري لمتابعة تكوين في مجالات مختلفة مرتبطة بعالم الفن السابع إلى جانب زيارات لمناطق سياحية بالهرهورة ترمي التعريف بمؤهلات المنطقة وكذلك تنظيم أنشطة ثقافية ورياضية وأهم ما يميز الدورة الثانية من المهرجان هو إسناد مهمة رئاسة لجنة التحكيم إلى رشيد بنزين الذي يعد من الأسماء المعروفة على الصعيد العالمي والذي سيلقي محاضرة بعنوان الإسلام والصورة يحتضنها قصر المؤتمرات بالصخيرات الجمعة المقبل كيف تم اختيار الأفلام المشاركة ضمن العروض الرسمية للمهرجان ارتأت إدارة المهرجان خلال الدورة الحالية أن تكون الأفلام السينمائية المغربية المعروضة مثيرة وتحظى بإعجاب الجمهور ومنها أفلام ذات طابع كوميدي والتي في إطارها تعرض أفلام بالدارجة وفيلم أمازيغي أما الأفلام التي سيتابعها جمهور المهرجان فتم اختيار تلك التي لقيت تجاوبا كبيرا أثناء عرضها في القاعات السينمائية ومن بينها دالاس المليار بلاد العجائب عمي وحتى يتم الانفتاح على الأفلام القصيرة تمت برمجة عرض فيلم سينمائي قصير يحمل عنوان تيكيت السوليما كيف تم اختيار الأسماء التي ستحظى بتكريم في الدورة الحالية إن التكريم سيشمل ثلاثة أسماء تمثل ثلاث مدارس سينمائية مختلفة وهي جيل الرواد الذي ضمنه سيتم تكريم الفنان المقتدرعبد الله العمراني وكذلك جيل الشباب والذي سيكرم في إطاره الممثل سعيد باي إلى جانب الاهتمام بالمواهب الصاعدة في عالم الفن السابع وفي إطاره ستكرم المنتجة رشيدة السعدي هل تم اختيار الأسماء المكرمة لأنها تنتمي إلى الفضاء الذي يحتضن مهرجان سيني بلاج كانت مجرد صدفة وليست اختيارا متعمدا فالتكريم يعتمد بالدرجة الأولى على بصمة الفنانين في مجال السينما كيف يمكن تقييم مهرجان سينما الشاطئ ضمن خريطة المهرجانات الوطنية إنها المرة الأولى التي يكون فيها لمهرجان مغربي عراب وهو رشيد الوالي الذي يتولى الإشراف على تنظيم المهرجان إلى جانب رئيس المهرجان عبد الواحد مجاهد والرئيس الشرفي إدريس الروخ وأهم ما يميز سيني بلاج أن تصوره لا يوجد في أي دولة عربية بل يعتبر الأول من نوعه في العالم العربي وإفريقيا سيما أنه لم يسبق أن تم تنظيم مهرجان في الهواء الطلق على الشاطئ حيث يتم عرض أفلام لفائدة جمهور عريض ومن جهة أخرى تم الأخذ بعين الاعتبار أن تعرض أفلام يمكن لكل أفراد العائلة متابعة عروضها دون أن تسبب لهم أي إحراج على ذكر اختيار أفلام لا تحرج أفراد العائلة ما رأيك في من يروج لوجود سينما نظيفة وأخرى غير نظيفة لكل مخرج رؤيته الفنية الخاصة في اختيار نوعية الأفلام التي يرغب في تقديمها إلى الجمهور وتبقى السينما غير النظيفة لا يمكن أن تتم متابعتها من قبل جمهور واسع فالمشاهد المحرجة تشكل عائقا حقيقيا بينما ما يعرف السينما النظيفة يبقى هدفها الرئيسي هو التربية والتهذيب والتثقيف وهذا لا يعني أن لدي موقفا معينا من السينما غير النظيفة فلكل مخرج الحق والحرية في تقديم أعمال يرغب من خلالها أن يوصل رسائل معينة إلى الجمهور هل صحيح أن الجمعية واجهت مشاكل بشأن الميزانية المخصصة للدورة الحالية إن سيني بلاج خصص له أقل ميزانية يمكن أن ينظم بها المهرجان فالواقع أننا تمرتنا عليها ولولا تدخل العامل شخصيا والسلطات المحلية لواجهتنا صعوبات كبيرة لإنجاحه إذ تعتبر ميزانيته ضعيفة مقارنة مع مهرجانات أخرى هل هناك أهداف معينة تم تسطيرها للدورة الحالية بالموازاة مع العروض السينمائية فإدراة المهرجان تسعى إلى الانفتاح على جمهور أوسع وتأكيد أهمية الجانب الاجتماعي والحس التضامني إذ تمت دعوة أطفال مصابين بالسرطان لمتابعة عرض سينمائي بعد غد الخميس كما ستنظم زيارات إلى دار العجزة دار الأيتام والمخيم الصيفي بالهرهورة من قبل مجموعة من الفنانين وسطرت الجمعية المغربية للفنون بلا حدود أهدافا كثيرة للدورة الثانية أبرزها أن تكون في مستوى تطلعات الجمهور من الناحية التربوية والثقافية والفنية كما تأمل أن تحظى بمتابعة جمهور أوسع والذي بلغ خلال النسخة الأولى ألف شخص هل كانت هناك أخطاء أو هفوات خلال النسخة الأولى تم أخذها بعين الاعتبار أثناء الإعداد للدورة الحالية كل المهرجانات ليس فقط الوطنية بل حتى العالمية مهما بلغ عمر دورتها لابد أن تواجه أخطاء أو هفوات ناتجة عن سوء تدبير أو ربما عدم انتباه عن غير قصد والحمد لله بالنسبة إلى إدارة مهرجان سيني بلاج كانت الدورة الأولى منه ناجحة حتى مع وجود أخطاء صغيرة تمثلت في متابعة جمهور واسع والذين من بينهم من لم يستطع إيجاد مكان للجلوس فيه واضطر لمتابعة العرض جالسا على رمال الشاطئ وكانت هذه مجرد هفوات خارجة عن إرادة اللجنة المنظمة التي تضم أعضاء متمرسين في المجال السينمائي إذ استطعنا بفضل المجهودات المبذولة كسب التحدي أجرت الحوار أمينة كندي في سطور من مواليد فاس سنة كاتب عام الجمعية المغربية للفنون بلا حدود مدير اللوجستيك في مهرجان سيني بلاج حاصل على دبلوم المدرسة الوطنية للتجارة والتسيير بطنجة شعبة التدقيق والمراقبة حاصل على ماستر من المدرسة الوطنية للتجارة والتسيير تخصص التسيير والموارد البشرية حاليا بصدد التحضير لرسالة الدكتوراه شعبة الموارد البشرية
92957,فشل لاعب مغربي يلعب ببلجيكا في اختبارات بشباب الريف الحسيمي لكرة القدم أول أمس الثلاثاء وأفاد مصدر مسؤول أن المدرب كمال الزواغي لم يقتنع بالمؤهلات التقنية للاعب في أول حصة مستفسرا عن الجهة التي استقدمته ويتطلع شباب الحسيمة إلى تعزيز خط هجومه لتجاوز أزمة التهديف منذ انطلاقة الموسم بعد فشل المهاجم الكامروني جونيور في تحقيق الأهداف التي من أجلها تعاقد مع الفريق إذ لم يحرز سوى هدفين في مباراة وأبدى العديد من المهتمين بفريق شباب الريف الحسيمي تخوفهم من أن يكون مصير هذا اللاعب شبيها باللاعب سمير مالكويت الذي رفض الزواغي التعاقد معه في فترة الانتقالات الصيفية وسافر شباب الحسيمة مساء أمس الأربعاء إلى الدار البيضاء عبر الطائرة لمواجهة الدفاع الحسني الجديدي بعد غد السبت بملعب العبدي بالجديدة لحساب الدورة من البطولة الوطنية الحسيمة
